Steps,Policy/Entropy,Policy/Learning Rate,Environment/Cumulative Reward,Environment/Episode Length,Policy/Extrinsic Value Estimate,Policy/Extrinsic Reward
10000,1.4189384,0.00029997056,0.10501600619059617,9.670224119530417,-2.6397412,0.10504273041828066
20000,1.418781,0.00029990988,0.10778141835592484,9.933333333333334,-1.2002985,0.10777048813637163
30000,1.4181988,0.0002998496,0.11001114581307705,10.179487179487179,-0.5673312,0.1098102635837027
40000,1.4189733,0.00029979038,0.09897487215959846,9.063316582914572,-0.47295898,0.09865326232946099
50000,1.4190382,0.00029972952,0.10008163041606241,9.176530612244898,-0.26548338,0.10038735648231709
60000,1.4185802,0.00029966945,0.10016309663987548,9.17737003058104,-0.17660059,0.10037716346717877
70000,1.4180137,0.0002996096,0.09949392490164351,9.116396761133604,-0.13014771,0.09953440920551598
80000,1.4169562,0.0002995503,0.09805969930073219,8.949253731343283,-0.061211824,0.0979303448261758
90000,1.416235,0.00029948977,0.09673549439629857,8.833824975417896,-0.0050791483,0.09676499202144181
100000,1.4154409,0.00029942993,0.10089047880940513,9.240532241555783,0.02696616,0.10096212554086255
110000,1.4149905,0.00029936936,0.10297381968788452,9.463874345549739,0.03541585,0.10297381794226419
120000,1.4151012,0.00029931014,0.10179196476905648,9.331616889804325,0.05824172,0.10153449704845643
130000,1.4152439,0.00029924972,0.10252091821057091,9.427824267782427,0.0862854,0.10228033055391583
140000,1.4152236,0.00029918988,0.10365162412601778,9.519412381951732,0.086739615,0.10383000637425142
150000,1.4159592,0.00029913022,0.10430997643706778,9.60828025477707,0.08351886,0.10445859502297045
160000,1.4159629,0.0002990699,0.10170630589628356,9.334022750775594,0.06010341,0.10176835137668847
170000,1.4153992,0.00029900967,0.10676789349207651,9.852494577006508,0.073884,0.10700761221787032
180000,1.4149417,0.00029895065,0.0976218883652444,8.913432835820895,0.079452366,0.09713717343037574
190000,1.4149445,0.00029889029,0.09666992927902358,8.80607247796278,0.077134006,0.09704789454126521
200000,1.415369,0.00029883033,0.09881763306179481,9.029058116232465,0.059933856,0.09874749109186307
210000,1.4156628,0.0002987701,0.10134020392043688,9.305154639175258,0.0350317,0.10139318478319667
220000,1.4156276,0.00029871057,0.10326359601823855,9.475941422594142,0.064241216,0.10321465566637317
230000,1.4153757,0.0002986501,0.1027244235911953,9.430062630480167,0.06252597,0.1026458289513054
240000,1.4150468,0.00029859,0.10813259426813099,9.958011049723757,0.031155488,0.10804419446304359
250000,1.4146024,0.0002985299,0.10615384378112279,9.778846153846153,0.035872433,0.10606837168566756
260000,1.4143347,0.00029847005,0.10249217706261449,9.421272158498436,0.05709869,0.10255474062506362
270000,1.4147797,0.00029841042,0.10698912804338918,9.85,0.06091254,0.10726086495889593
280000,1.4154134,0.00029834989,0.10734493775299311,9.891186071817193,0.06907089,0.107181715046312
290000,1.4152989,0.00029829008,0.10842510770866852,10.001101321585903,0.0703621,0.10860131744352797
300000,1.4147738,0.0002982299,0.1130469619634669,10.458190148911799,0.0759601,0.11261167874152239
310000,1.4148985,0.00029817066,0.11601176211281734,10.756470588235294,0.06571884,0.11610587657155359
320000,1.4144467,0.00029810952,0.11431054205677946,10.600231749710312,0.09350667,0.11451911385821854
330000,1.4140674,0.00029805,0.11430394176065299,10.584686774941995,0.08688984,0.11443154933255192
340000,1.4138896,0.00029799054,0.10863636120815169,10.008869179600888,0.040676054,0.10825941846716299
350000,1.4131864,0.00029792992,0.11483275406535247,10.635524798154556,0.07671482,0.11494809158163569
360000,1.4119118,0.0002978704,0.11653254177399289,10.809467455621302,0.055823892,0.11680472758791503
370000,1.4105731,0.0002978099,0.11925120506399639,11.08574879227053,0.063310675,0.11914146927600905
380000,1.4098128,0.0002977496,0.11321838827396946,10.474712643678162,0.055836927,0.113340982098034
390000,1.4095395,0.00029769057,0.12254026987563353,11.415117719950434,0.07044209,0.122255261052663
400000,1.4093539,0.00029763047,0.12522842359686565,11.663705583756345,0.08157856,0.12545684701172152
410000,1.4090192,0.00029757008,0.13950283779095943,13.088068181818182,0.05073715,0.1396590823662171
420000,1.4070451,0.00029751007,0.14042312803196133,13.190409026798308,0.052319355,0.14033849705772525
430000,1.407481,0.00029744953,0.1329609660725053,12.449528936742935,0.05236636,0.13301479730198554
440000,1.4087654,0.0002973905,0.147187496710103,13.87797619047619,0.10271496,0.14710878421192997
450000,1.4098358,0.0002973304,0.12886570768025274,12.04954367666232,0.12307769,0.12853975917031743
460000,1.4109831,0.00029727074,0.13014492462726607,12.155467720685111,0.09563883,0.13013157160511535
470000,1.4113163,0.00029721035,0.1417360083097151,13.332855093256814,0.057467215,0.14180773887061748
480000,1.4115925,0.0002971497,0.14215827020380994,13.381294964028777,0.038273428,0.14228776147414884
490000,1.4118059,0.00029708998,0.1334510839736575,12.495923913043478,0.03274733,0.13346937949813548
500000,1.4122653,0.00029703006,0.1547515493360643,14.624223602484472,0.014944182,0.1546356497346893
510000,1.412269,0.00029696943,0.14655786022566017,13.79080118694362,0.031879023,0.14676557112076163
520000,1.412967,0.0002969097,0.1388359015251067,13.025245441795231,0.11176447,0.13889199802011962
530000,1.4134809,0.0002968491,0.14546391427440128,13.706921944035345,0.16235216,0.14543445323304505
540000,1.4134232,0.00029679044,0.15498422366517012,14.654574132492113,0.08630775,0.15499998951089872
550000,1.4127676,0.00029673023,0.16284297156678743,15.416528925619835,0.14076206,0.16275576404341968
560000,1.4119395,0.0002966693,0.14936011570916025,14.053571428571429,0.2516753,0.14953730363231987
