Steps,Policy/Entropy,Policy/Learning Rate,Environment/Cumulative Reward,Environment/Episode Length,Policy/Extrinsic Value Estimate,Policy/Extrinsic Reward
10000,1.4189383,0.0002999997,0.2800866989418864,27.916184971098264,92.88085,0.280494163218929
20000,1.4196537,0.00029999914,0.3265624927007593,32.541666666666664,77.17826,0.3241811550971938
30000,1.4208754,0.0002999985,0.3329729655304471,33.16554054054054,68.348885,0.3331418608982317
40000,1.4215251,0.00029999792,0.2914848419696544,29.066666666666666,66.09161,0.2918540773330126
50000,1.4231138,0.00029999734,0.305080379033012,30.382636655948552,56.81427,0.30757185823905964
60000,1.4251626,0.00029999667,0.2934969259551698,29.257668711656443,54.796898,0.2921950978669906
70000,1.4263936,0.0002999961,0.32099667056602893,31.963455149501662,47.138573,0.32174493789347824
80000,1.4273571,0.00029999553,0.3529537287656735,35.163701067615655,42.409416,0.3523321218209427
90000,1.4279978,0.0002999949,0.31928338048561,31.80456026058632,40.34827,0.3188235025390301
100000,1.4292457,0.0002999943,0.33447098228508293,33.28668941979522,37.458256,0.3343492859770378
110000,1.4313812,0.00029999373,0.3079478758529848,30.65472312703583,33.784527,0.3081229511455521
120000,1.4331585,0.0002999931,0.3104193479002964,30.94516129032258,30.290443,0.31061090306166284
130000,1.4344238,0.0002999925,0.3111249930458143,30.98125,26.935453,0.3092767008867279
140000,1.4356616,0.00029999192,0.3180858014710862,31.673267326732674,23.616814,0.32016608517530354
150000,1.4365628,0.00029999125,0.3439415981517221,34.2007299270073,21.328978,0.3433812636640861
160000,1.4374139,0.0002999907,0.3251485075838495,32.37293729372937,20.75909,0.325148485594801
170000,1.4384687,0.00029999015,0.30650154113677264,30.507739938080494,18.510027,0.3071738863653093
180000,1.439721,0.00029998948,0.32585033285273174,32.4421768707483,17.467533,0.32578228395685654
190000,1.4411013,0.0002999889,0.29684847821340415,29.578787878787878,15.116623,0.2953845888032363
200000,1.4424018,0.0002999883,0.3157190564882795,31.46153846153846,13.834779,0.31629505327246227
210000,1.4439157,0.00029998773,0.3228947296248455,32.141447368421055,12.43178,0.322894708541418
220000,1.4450555,0.00029998712,0.3199999928474426,31.867549668874172,10.083778,0.3198996368970062
230000,1.4454758,0.00029998654,0.3498576434256237,34.80782918149466,9.632082,0.3475356843588608
240000,1.4454442,0.00029998596,0.345599992275238,34.38181818181818,8.258065,0.3477777470450675
250000,1.4452006,0.0002999853,0.351342748330623,34.93286219081272,7.2374964,0.35103199565352283
260000,1.4443665,0.00029998473,0.34747251970591125,34.57142857142857,6.6503034,0.34781814940273764
270000,1.4440733,0.00029998412,0.33380951634829953,33.19387755102041,6.090076,0.334675738314618
280000,1.444371,0.0002999835,0.3439007015330783,34.198581560283685,5.8127584,0.3452517685795323
290000,1.4453509,0.0002999829,0.3058176032273368,30.437106918238992,4.66268,0.30442722122712584
300000,1.4456943,0.00029998235,0.3424637604612803,34.09057971014493,4.4141665,0.3424637366315701
310000,1.4461887,0.0002999817,0.34093424843488884,33.90311418685121,4.0596776,0.3411805249828224
320000,1.4468969,0.00029998113,0.34324137163830215,34.15862068965517,3.6414351,0.3405190010178048
330000,1.4456829,0.00029998054,0.3346619142279082,33.26690391459075,3.6120424,0.33687940360780094
340000,1.4456999,0.00029997987,0.36962120385953423,36.746212121212125,3.6043913,0.3698867582909341
350000,1.4460735,0.00029997932,0.35064284930537853,34.85,3.3006506,0.35169671743516456
360000,1.4475908,0.0002999787,0.34465034194681404,34.27972027972028,2.6666453,0.34360136771639743
370000,1.4480156,0.00029997807,0.36574073256579814,36.351851851851855,2.3161397,0.3636193713868287
380000,1.4480845,0.00029997752,0.3290140771530044,32.735915492957744,1.864646,0.3314878608399815
390000,1.4478278,0.00029997693,0.32701638613323697,32.5344262295082,1.5804507,0.32630360174444645
400000,1.4469496,0.0002999763,0.3215932131508144,32.02033898305085,1.6181215,0.3230952110876437
410000,1.4467583,0.0002999757,0.33439999252557756,33.24666666666667,1.5366131,0.3329096721628538
420000,1.4479314,0.00029997516,0.3562068885898796,35.40996168582375,1.3917352,0.35218387593112
430000,1.4487473,0.00029997446,0.35278168225555984,35.08802816901409,1.2714491,0.3577543537540917
440000,1.4483633,0.0002999739,0.35261817393655126,35.06909090909091,1.2451375,0.3532970678128734
450000,1.4479772,0.00029997333,0.350327264896848,34.836363636363636,1.2569089,0.34877253198720487
