Steps,Policy/Entropy,Policy/Learning Rate,Policy/Extrinsic Value Estimate,Environment/Cumulative Reward,Environment/Episode Length,Policy/Extrinsic Reward
770000,1.4461756,0.0002999541,0.4358636,-39.28697766326109,234.22222222222223,-39.28697761709207
780000,1.4474982,0.0002999535,0.86459637,-39.309853816038775,215.32558139534885,-39.30985371629724
790000,1.4483712,0.00029995292,0.8006285,-39.23794494311768,242.3658536585366,-39.2379444078017
800000,1.4487196,0.0002999523,0.7104986,-39.36826997268751,209.53846153846155,-39.368270546821755
810000,1.448512,0.0002999517,0.62170887,-39.27757506026319,260.95,-39.27757571131515
820000,1.4480333,0.0002999511,0.70633966,-39.2775990485994,251.72972972972974,-39.27759984053665
830000,1.4479406,0.0002999505,0.51918745,-39.32371710530424,243.68421052631578,-39.32371773141341
840000,1.4486815,0.00029994993,0.39020076,-39.32753378488489,261.6279069767442,-39.32753381356231
850000,1.4496032,0.00029994934,0.54285455,-39.34708737366046,215.73809523809524,-39.34708759696722
860000,1.4499099,0.0002999487,0.19473885,-39.33018523501054,228.73469387755102,-39.33018510661216
870000,1.4492815,0.00029994812,0.31970087,-39.35642284109276,220.91836734693877,-39.35227229898252
880000,1.4488027,0.00029994754,-0.06843286,-39.45644456284394,206.67441860465115,-39.45869852256808
890000,1.4485477,0.0002999469,-0.03571248,-39.38621124685398,215.11363636363637,-39.386210267445264
900000,1.4493179,0.00029994632,0.24982834,-39.326605441107624,224.02325581395348,-39.3266055552806
910000,1.4500729,0.0002999457,-0.026769416,-39.335780518788276,209.97727272727272,-39.33337552614865
920000,1.448757,0.0002999451,0.23505391,-39.25165498354363,250.625,-39.25703915553575
930000,1.4485062,0.0002999445,0.40156963,-39.35132890738367,188.13636363636363,-39.35132825727421
940000,1.4484991,0.00029994393,-0.12921932,-39.29338576057161,234.98039215686273,-39.29338636824532
950000,1.4482938,0.00029994332,-0.29686227,-39.41396988903318,187.87179487179486,-39.413970275822344
960000,1.448134,0.0002999427,-0.4673815,-39.34027854245395,229.9056603773585,-39.3346844493482
970000,1.4479147,0.00029994213,-0.07839077,-39.43903450705952,190.24444444444444,-39.443211657599974
980000,1.4477887,0.00029994154,-0.5553181,-39.32331513448514,209.78378378378378,-39.32331597088597
990000,1.4481577,0.0002999409,-0.2499964,-39.274463771540134,235.11363636363637,-39.27446387294119
1000000,1.4492911,0.00029994032,-0.043231074,-39.31040457897047,239.83636363636364,-39.2977628093755
1010000,1.4496148,0.0002999397,0.026487801,-39.300202823035214,224.275,-39.31578363137669
1020000,1.4493029,0.0002999391,-0.21224836,-39.294584647895505,205.43243243243242,-39.29458408052184
1030000,1.4494425,0.00029993852,0.20352964,-39.33674910357077,209.225,-39.336747973297314
1040000,1.4497919,0.0002999379,0.27580923,-39.293507645561476,231.6153846153846,-39.2935069203304
1050000,1.4499813,0.00029993727,0.011630023,-39.36244084720844,205.29166666666666,-39.364155246816736
1060000,1.4494128,0.0002999367,-0.2916036,-39.23897671674029,244.68,-39.239817684824466
1070000,1.4494716,0.00029993613,-0.12732378,-39.4074776659926,182.27272727272728,-39.40747750667877
1080000,1.4498357,0.0002999355,0.06520575,-39.40194748311478,192.38,-39.39860659140894
1090000,1.4498427,0.0002999349,0.20143959,-39.43410777191067,183.2439024390244,-39.437240474720184
1100000,1.4499491,0.0002999343,0.21925202,-39.33931726883483,188.22727272727272,-39.339316776730065
1110000,1.4497361,0.00029993374,0.2700638,-39.28018483281239,258.6923076923077,-39.2801851977039
1120000,1.4500699,0.0002999331,-0.022179699,-39.34126798453272,189.02702702702703,-39.341267433081995
1130000,1.4505721,0.00029993252,-0.06335388,-39.273279113199614,227.13333333333333,-39.268208239865174
1140000,1.4504265,0.00029993194,-0.23234864,-39.33920626298918,234.85714285714286,-39.34286198594613
1150000,1.4501581,0.00029993127,-0.31258917,-39.251686435044576,239.1875,-39.2516861238546
1160000,1.4502941,0.00029993075,-0.24364834,-39.38287473558174,240.16666666666666,-39.382874516479205
1170000,1.4508303,0.00029993014,-0.23149835,-39.28279882640913,263.6341463414634,-39.2827983837924
1180000,1.4513476,0.00029992952,-0.118391044,-39.313600773781296,221.85106382978722,-39.31360071242485
1190000,1.4520352,0.0002999289,-0.27368146,-39.35599972968572,267.2,-39.35599958106061
1200000,1.4520476,0.0002999283,-0.37516606,-39.29457001909167,218.02325581395348,-39.2945701568604
1210000,1.4513521,0.0002999277,-0.39305723,-39.346155039189796,201.2826086956522,-39.346155016728595
1220000,1.450859,0.0002999271,-0.28349257,-39.39807270689327,220.8235294117647,-39.40608652966097
1230000,1.4516755,0.00029992653,-0.29317072,-39.29491952009525,203.66666666666666,-39.29001587941958
1240000,1.4520652,0.0002999259,-0.25017637,-39.37317562481492,192.44444444444446,-39.369802949648935
1250000,1.4526689,0.0002999253,-0.21324116,-39.2801169523938,245.30769230769232,-39.2801167577123
1260000,1.4540455,0.00029992472,-0.2287971,-39.259535399819946,234.07142857142858,-39.25953533033663
1270000,1.4547868,0.0002999241,-0.32135093,-39.30469222063608,231.56410256410257,-39.30469248863683
1280000,1.4542155,0.00029992353,-0.27937496,-39.39209483132766,235.29545454545453,-39.3927025489325
1290000,1.45441,0.00029992292,-0.15059142,-39.2614252358635,243.59375,-39.26459193844913
1300000,1.4553034,0.0002999223,-0.035092067,-39.186923967124955,257.2682926829268,-39.186924148582364
1310000,1.4553703,0.0002999217,0.011288284,-39.3080731837896,257.6792452830189,-39.303335494852426
1320000,1.4565411,0.00029992108,-0.09136511,-39.35779703138091,188.54761904761904,-39.358520122634694
1330000,1.4566724,0.00029992053,-0.17243096,-39.4056695529008,216.11627906976744,-39.40566917282372
1340000,1.4565607,0.0002999199,-0.1609281,-39.414182255209504,216.0,-39.41418283079725
1350000,1.4567726,0.00029991934,0.6332116,-39.275266933661676,233.32558139534885,-39.27526710571337
1360000,1.456625,0.0002999187,0.12063683,-39.36861318364228,208.47222222222223,-39.368613382521694
1370000,1.4572948,0.00029991812,0.016073653,-39.37522456243278,209.91666666666666,-39.37522429111899
1380000,1.4576193,0.00029991753,0.22597001,-39.382703190727625,222.975,-39.38270359193412
1390000,1.4574144,0.00029991692,-0.05388873,-39.20557490700559,308.3809523809524,-39.20557531111713
1400000,1.4583429,0.0002999163,-0.31957334,-39.33837204295494,237.3181818181818,-39.338372640917605
1410000,1.4596789,0.0002999157,-0.6811109,-39.303092359709055,195.25714285714287,-39.303092170852636
1420000,1.4606395,0.00029991512,-0.47317523,-39.212143407045986,253.28846153846155,-39.21214358531758
1430000,1.4604708,0.0002999145,-0.14856434,-39.36639914443125,200.58333333333334,-39.36639979881753
1440000,1.4603757,0.00029991393,-0.11781135,-39.29342409619887,219.26,-39.29695606427101
1450000,1.4600286,0.00029991334,-0.151647,-39.312595781143855,201.2826086956522,-39.30850533806927
1460000,1.4599112,0.0002999127,0.20622072,-39.319916926431084,207.11666666666667,-39.313608056334616
1470000,1.4601287,0.00029991212,0.31590942,-39.358910046622135,185.27083333333334,-39.363667963882996
1480000,1.4601157,0.00029991154,0.31455883,-39.400994086405895,171.43478260869566,-39.40099382750645
1490000,1.4597718,0.00029991093,0.17339475,-39.4158649305265,204.0487804878049,-39.41586527278187
1500000,1.4595528,0.00029991032,0.26602048,-39.31470268994929,212.8181818181818,-39.31470151604497
1510000,1.4598488,0.00029990976,0.13863643,-39.35820318438771,221.82926829268294,-39.35820327108732
1520000,1.460184,0.0002999091,0.116996266,-39.171310588228515,279.65,-39.17131110509217
1530000,1.4599715,0.0002999085,0.020581126,-39.23042042417383,240.2051282051282,-39.219633443658616
1540000,1.4601142,0.00029990793,-0.17750582,-39.296773345518446,230.8780487804878,-39.30296977874308
1550000,1.4611703,0.0002999073,-0.13783762,-39.27944608102093,244.5,-39.27944603269172
1560000,1.462151,0.0002999067,-0.117138706,-39.28474200733019,264.8222222222222,-39.278575540012255
1570000,1.4626889,0.00029990613,-0.01697649,-39.35925867488619,231.5952380952381,-39.36383567370818
1580000,1.4633106,0.0002999055,0.36889827,-39.43032079304579,216.8181818181818,-39.43032051163093
1590000,1.4649943,0.0002999049,0.5051054,-39.32454623436325,218.83673469387756,-39.32547605921233
1600000,1.4659015,0.0002999043,0.3254304,-39.35338602661868,203.925,-39.353307097181094
1610000,1.4660342,0.00029990374,-0.6204746,-39.34594041183157,232.47058823529412,-39.34473218179259
1620000,1.4667435,0.0002999031,-0.4777995,-39.406164093389854,186.75675675675674,-39.406163933932326
1630000,1.4687055,0.00029990255,-0.29435346,-39.38893035072226,215.46808510638297,-39.388930307512986
1640000,1.4706725,0.0002999019,-0.7889658,-39.38731847885129,230.2888888888889,-39.38731835874755
1650000,1.4721675,0.00029990132,-0.5724047,-39.34720968547555,221.48979591836735,-39.34720945628705
1660000,1.4726096,0.00029990074,-0.62505287,-39.36055839084438,194.65454545454546,-39.3605581225658
1670000,1.473323,0.0002999001,-1.201935,-39.32534403596544,227.9787234042553,-39.32534395761545
1680000,1.4748876,0.00029989952,-1.0809174,-39.419794190619506,178.09259259259258,-39.41979404791103
1690000,1.4748462,0.0002998989,-0.6138163,-39.382051707740175,177.56363636363636,-39.38205139689486
1700000,1.4743023,0.00029989833,-0.26019144,-39.32702435560424,191.33898305084745,-39.327024633209895
1710000,1.4743276,0.0002998977,-0.10045817,-39.309589346151235,189.19148936170214,-39.30384127153514
1720000,1.4747096,0.00029989713,-0.40996435,-39.34897394832375,184.45652173913044,-39.35376082184264
1730000,1.4745305,0.00029989652,-0.41836378,-39.30874309967557,224.06666666666666,-39.30874382594419
1740000,1.4740672,0.0002998959,-0.5453262,-39.29357159207575,198.54901960784315,-39.293572081916615
1750000,1.4740453,0.00029989536,-0.80807185,-39.338169332637335,197.21153846153845,-39.338169061013524
1760000,1.4743463,0.00029989475,-0.57357645,-39.38689436224112,172.88636363636363,-39.39094022623816
1770000,1.4736861,0.00029989413,-0.69858557,-39.294849614985814,242.29545454545453,-39.293028011273904
1780000,1.4732969,0.00029989352,-0.7173984,-39.28254801316316,222.97368421052633,-39.28254768180226
1790000,1.4737699,0.00029989288,-0.6962299,-39.27074398656987,261.25,-39.27074399189296
1800000,1.4736116,0.0002998923,-0.74983305,-39.2069067637362,198.0,-39.20690636098328
1810000,1.4737934,0.00029989172,-0.595881,-39.3623273313434,237.4418604651163,-39.36232745927504
1820000,1.474437,0.00029989117,-0.77168757,-39.29208608379884,251.9047619047619,-39.29208654343771
1830000,1.4738961,0.00029989047,-0.53418773,-39.31454503166922,244.7608695652174,-39.314544695161246
1840000,1.4737321,0.0002998899,-0.04817598,-39.34045886131989,221.88888888888889,-39.34045824613336
1850000,1.4741305,0.0002998893,-0.13593736,-39.36184743267507,187.65217391304347,-39.361847343674924
1860000,1.4750885,0.00029988866,-0.35405734,-39.376068588127076,218.91836734693877,-39.37479820088023
1870000,1.4761518,0.0002998881,-0.22748816,-39.36979516906027,193.16949152542372,-39.37091618572497
1880000,1.4759829,0.00029988753,0.21050501,-39.393840061569634,178.3913043478261,-39.39384071779331
1890000,1.4763274,0.00029988692,-0.13811232,-39.35617644993263,204.50943396226415,-39.356176398351856
1900000,1.4771307,0.0002998863,-0.94530576,-39.43650071742266,168.5,-39.43519138458412
1910000,1.4777935,0.0002998857,-1.2159685,-39.30360339099589,185.5897435897436,-39.31149107825988
1920000,1.4785664,0.0002998851,-0.9150044,-39.18352159153255,293.0416666666667,-39.18352116149375
1930000,1.480024,0.0002998845,-0.78088534,-39.33688985581009,212.29787234042553,-39.33689009979308
1940000,1.4812522,0.00029988395,-0.9461304,-39.3132733869655,219.89583333333334,-39.313273363077315
1950000,1.482057,0.00029988328,-1.2141027,-39.33924793872025,179.84444444444443,-39.339248053069845
1960000,1.4833645,0.00029988275,-1.0723083,-39.38279220819459,192.3125,-39.38279311447271
1970000,1.4836686,0.00029988211,-1.0877788,-39.33729875744642,207.97368421052633,-39.33729951636173
1980000,1.4842917,0.00029988153,-1.1944693,-39.22089261623256,248.69565217391303,-39.220893503956965
1990000,1.4838368,0.00029988092,-0.70942914,-39.35991480149884,204.10416666666666,-39.359914706003714
2000000,1.4846177,0.0002998803,-0.19855705,-39.36161517476912,229.06896551724137,-39.36161511585694
2010000,1.4853693,0.0002998797,-0.18968795,-39.3069553918334,281.6808510638298,-39.306954757854754
2020000,1.4852151,0.0002998791,-0.6658893,-39.22770102322549,220.15384615384616,-39.22770110258045
2030000,1.4855975,0.0002998785,-0.75924814,-39.339954146190415,227.09756097560975,-39.33995480495846
2040000,1.4856049,0.00029987792,-0.76726526,-39.32778696122351,262.0816326530612,-39.32778667684345
2050000,1.486135,0.0002998773,0.11869262,-39.373964063329005,207.16981132075472,-39.373963832778344
2060000,1.486877,0.00029987673,0.12955692,-39.35179804839491,183.24444444444444,-39.351798614225764
2070000,1.4876091,0.00029987612,-0.5988476,-39.39262060970848,198.61702127659575,-39.38720821167623
2080000,1.4883801,0.00029987548,-0.971536,-39.33272168541831,217.54166666666666,-39.34091458543473
2090000,1.4893471,0.0002998749,-0.95926285,-39.29780068906257,231.94736842105263,-39.29780045929778
2100000,1.4908545,0.00029987434,-0.6621432,-39.287326219701065,222.7560975609756,-39.28732596408212
2110000,1.4918094,0.0002998737,-0.5114888,-39.331729466421365,205.08333333333334,-39.33172940637451
2120000,1.4913315,0.0002998731,-0.5860567,-39.37754891631711,221.24444444444444,-39.377548130689604
2130000,1.4905226,0.00029987254,-0.4837329,-39.37335496267546,273.43589743589746,-39.3733556434342
2140000,1.4906285,0.00029987193,-0.39436477,-39.26840610362838,218.9318181818182,-39.26840695121659
2150000,1.4912052,0.00029987132,-0.24872918,-39.231559609832765,290.95,-39.23155937474803
2160000,1.4909356,0.0002998707,-0.16349596,-39.31832045900197,215.14893617021278,-39.318319846362
2170000,1.4915551,0.0002998701,0.50837743,-39.38151801535019,211.53333333333333,-39.38151819654223
2180000,1.4921088,0.00029986948,0.61779743,-39.37407098582868,232.04444444444445,-39.374071006921845
2190000,1.4923071,0.0002998689,0.2708439,-39.34643446787523,216.35,-39.346434717772354
2200000,1.4929821,0.00029986835,0.39812776,-39.32910208604691,238.97826086956522,-39.32910203596934
2210000,1.4930428,0.0002998677,0.15302385,-39.355882562428825,200.33333333333334,-39.35588240233659
2220000,1.4931271,0.00029986713,-0.16921507,-39.35815788022664,232.375,-39.35815715036879
2230000,1.4932914,0.0002998665,-0.035885688,-39.1766035036098,254.28571428571428,-39.17660364477169
2240000,1.4928721,0.00029986587,-0.24484606,-39.378649577142376,207.6595744680851,-39.380036071429416
2250000,1.4929417,0.00029986532,-0.013057434,-39.2978791196876,273.1951219512195,-39.298283967890754
2260000,1.4934579,0.0002998647,-0.037017047,-39.37260078927056,244.25581395348837,-39.37260013389899
2270000,1.4940755,0.00029986413,0.30970365,-39.317670688237435,222.22916666666666,-39.31767067156761
2280000,1.4943037,0.00029986352,0.12634163,-39.348285069174764,213.37209302325581,-39.34828549553099
2290000,1.4940345,0.00029986294,-0.07262301,-39.27733960819198,214.2,-39.2773406489857
2300000,1.4934614,0.00029986232,0.23284107,-39.24689687262123,209.46938775510205,-39.24689731068971
2310000,1.494021,0.00029986174,-0.08021668,-39.34761012308924,224.5609756097561,-39.34760951790987
2320000,1.4944884,0.00029986113,-0.20463398,-39.36399757867737,203.06,-39.363997586626795
2330000,1.4941727,0.00029986052,-0.4613344,-39.375168748467935,193.875,-39.375169408011665
2340000,1.4935466,0.00029985994,-0.8654913,-39.30668996654596,225.14634146341464,-39.306690246296945
2350000,1.4936342,0.0002998593,-1.0612009,-39.32721969457359,259.05405405405406,-39.32721926528816
2360000,1.4948109,0.00029985872,-0.91683733,-39.22796939392589,243.2051282051282,-39.22797006472068
2370000,1.4960917,0.0002998581,-0.9490407,-39.24361553580966,262.6,-39.24479301497922
2380000,1.4963216,0.00029985752,-1.2270437,-39.264870109826624,238.609756097561,-39.26334391072643
2390000,1.4953778,0.00029985688,-1.0824846,-39.246580451509026,249.43243243243242,-39.25865809210841
2400000,1.4949692,0.00029985633,-1.0999819,-39.349024136709545,226.28571428571428,-39.33226469871934
2410000,1.4952925,0.00029985575,-1.4244418,-39.33528856380925,271.609756097561,-39.33528831304142
2420000,1.4961525,0.0002998551,-0.9746521,-39.15406827490733,285.45,-39.154067561891864
2430000,1.4968088,0.00029985452,-0.76729405,-39.33054398787418,232.30555555555554,-39.32634097188852
2440000,1.4973217,0.00029985394,-0.55744237,-39.30771816781955,247.3,-39.321384970909925
2450000,1.4979472,0.0002998533,-0.53171396,-39.280286592678394,272.3658536585366,-39.274528211392614
2460000,1.4987414,0.00029985272,-0.93411255,-39.405894187643185,210.11627906976744,-39.40377543765694
2470000,1.4998817,0.0002998521,-1.1511756,-39.327245597658035,217.7560975609756,-39.33292368539544
2480000,1.5005182,0.0002998515,-1.2153312,-39.38481303654035,249.1951219512195,-39.38481266786793
2490000,1.5010046,0.00029985092,-1.0163466,-39.34139281485679,217.77777777777777,-39.341391864934444
2500000,1.5022129,0.0002998503,-0.86857027,-39.302616641098766,253.45652173913044,-39.302616313675614
2510000,1.5033299,0.00029984972,-0.70618176,-39.278306951679824,231.16666666666666,-39.27830685293468
2520000,1.5039042,0.00029984908,-0.8091787,-39.23671843659725,221.9318181818182,-39.2367168120135
2530000,1.5044471,0.00029984853,-0.89953154,-39.34175979799669,184.64444444444445,-39.34175998678483
2540000,1.50556,0.0002998479,-0.88529927,-39.31539689377944,254.97560975609755,-39.31539672533073
2550000,1.5066984,0.00029984728,-0.49842793,-39.295540117271656,233.74468085106383,-39.295540533123905
2560000,1.5065485,0.00029984672,-1.0150912,-39.33656236429736,205.97727272727272,-39.336561858459554
2570000,1.5059911,0.00029984608,-0.8137403,-39.36118133213616,210.29166666666666,-39.35968026505694
2580000,1.5067894,0.0002998455,-0.74531686,-39.30580810281559,233.1627906976744,-39.29851177191013
2590000,1.5081729,0.00029984492,-0.9892932,-39.27922048950115,245.11111111111111,-39.28991618022508
2600000,1.5078491,0.00029984434,-0.8721869,-39.198727836517214,236.40425531914894,-39.19872840466176
2610000,1.5081476,0.0002998437,-1.0260592,-39.33915086412324,196.87037037037038,-39.34302860436816
2620000,1.508558,0.00029984312,-1.0753983,-39.37163047586269,206.15217391304347,-39.366566939523416
2630000,1.5088512,0.0002998425,-0.90755785,-39.39805308246998,188.17777777777778,-39.39805416603663
2640000,1.5097774,0.0002998419,-0.8531443,-39.25479855512763,217.16216216216216,-39.25479828902029
2650000,1.5106741,0.0002998413,-0.312941,-39.370496211276766,208.5609756097561,-39.37049678771149
2660000,1.5118085,0.0002998407,-0.52545875,-39.31458731714148,255.29787234042553,-39.31458724739446
2670000,1.5131373,0.00029984012,-0.6137121,-39.275033889234976,261.92105263157896,-39.25150158216877
2680000,1.5147012,0.0002998395,-0.87952423,-39.27467585304773,226.1818181818182,-39.29758447657676
2690000,1.5161127,0.0002998389,-0.7890241,-39.23897725890995,260.9047619047619,-39.23897785597087
2700000,1.516547,0.0002998383,-0.61565554,-39.39051906967286,201.58139534883722,-39.390518438953606
2710000,1.5161954,0.0002998377,-0.23002543,-39.29466516076283,208.0731707317073,-39.29466540504974
2720000,1.5161417,0.00029983715,-0.46695355,-39.35374231283333,256.9555555555556,-39.353742508435644
2730000,1.516139,0.0002998365,-0.565635,-39.35628847697205,230.3170731707317,-39.356288899894714
2740000,1.5159143,0.00029983593,-0.2789398,-39.372420678490755,224.87755102040816,-39.3724207132437
2750000,1.5163041,0.00029983532,-0.42157415,-39.35399573607658,225.63829787234042,-39.35466508532535
2760000,1.5169818,0.0002998347,-0.3419669,-39.31714151908382,233.4,-39.31552580613643
2770000,1.5175884,0.00029983412,0.13609958,-39.30868649679108,225.1904761904762,-39.31052794673637
2780000,1.5186195,0.00029983354,0.2887418,-39.310368185148036,232.79166666666666,-39.31036884190568
2790000,1.5195596,0.00029983293,0.42972004,-39.36538280671418,170.1891891891892,-39.365383100214515
2800000,1.5202128,0.00029983232,0.36425492,-39.28588571987612,248.54545454545453,-39.285886680950746
2810000,1.5196722,0.00029983174,0.5447013,-39.3302029764424,254.3125,-39.33020309336583
2820000,1.5177635,0.00029983107,0.6765005,-39.360394103989556,209.76470588235293,-39.360393943697645
2830000,1.5164856,0.0002998305,0.8362786,-39.36927519243437,203.1081081081081,-39.36927507092509
2840000,1.5165355,0.00029982993,0.51896906,-39.241843500477124,227.11627906976744,-39.241843419562386
2850000,1.5172529,0.0002998293,0.56894565,-39.29746342492406,225.98,-39.29746367967571
