Steps,Policy/Extrinsic Value Estimate,Losses/Value Loss,Losses/Policy Loss,Policy/Entropy,Policy/Learning Rate,Environment/Cumulative Reward,Environment/Episode Length,Policy/Extrinsic Reward
660000,0.49109524,0.08305359,0.02067597,1.4064306,0.00029996072,2.703611050680694,266.5,2.7036108121586344
670000,2.1295962,None,None,1.4072462,0.0002999601,2.6882758019813178,264.9655172413793,2.688275563498509
680000,3.7417326,0.22625223,0.026308874,1.4076785,0.0002999595,2.848108044447931,280.5405405405405,2.8481077863457234
690000,4.8361073,0.7431566,0.025334919,1.4076629,0.00029995892,3.004666599507133,296.1666666666667,3.0046663215383886
700000,5.302358,0.79423875,0.021464985,1.4062763,0.00029995834,3.3516665917510786,330.23333333333335,3.3516662918031215
710000,6.410132,1.3822132,0.02222857,1.405728,0.00029995773,3.52230761357798,347.11538461538464,3.522307296355183
720000,6.5428085,2.0300543,0.02255766,1.4064174,0.0002999571,3.6140739932932235,355.962962962963,3.6140736653297036
730000,7.158078,1.7993093,0.025309475,1.4062828,0.0002999565,3.9679999113082887,390.92,3.967999550551176
740000,7.128448,2.2452576,0.028249264,1.4049027,0.0002999559,3.841922991049404,378.46153846153845,3.8419226384363494
750000,6.37795,1.6431222,0.026467673,1.4032292,0.0002999553,4.183157801235977,412.1578947368421,4.183157416648771
760000,5.2615757,1.0158588,0.024685502,1.401172,0.00029995476,4.14032248810174,407.7741935483871,4.140322106499826
770000,3.9877298,0.7777936,0.02040801,1.39997,0.0002999541,4.190588141627171,412.7647058823529,4.190587753758711
780000,2.9412835,0.39066154,0.029293645,1.3988038,0.00029995354,4.231428476848772,416.64285714285717,4.231428080970155
790000,1.4568874,0.3019442,0.024596624,1.3981217,0.0002999529,4.323043381633318,425.60869565217394,4.32304298310824
800000,-1.1274686,0.17218304,0.023915539,1.3976834,0.00029995234,4.376666568840544,431.1111111111111,4.376666166923112
810000,-2.603074,0.1435135,0.02264878,1.3973166,0.00029995173,4.486190375916305,441.6666666666667,4.486189968529201
820000,-3.306031,0.32384625,0.017704682,1.3970593,0.0002999511,4.813999892398715,474.25,4.813999452721328
830000,-3.408092,0.42597246,0.0238482,1.3966888,0.00029995057,4.886521629908162,481.4782608695652,4.886521182630373
840000,-3.0271685,0.5769259,0.024101403,1.3957204,0.00029994993,4.782857035951955,471.0952380952381,4.782856601955635
850000,-2.9114673,0.43801874,0.019775143,1.3944509,0.00029994932,4.816315681820638,474.5263157894737,4.816315233805462
860000,-2.8091784,0.35462043,0.023301963,1.3937411,0.00029994873,4.6418180780654605,457.1818181818182,4.641817659054968
870000,-2.035824,0.33176664,0.021300757,1.3926167,0.0002999481,4.698695547149881,462.82608695652175,4.698695124005494
880000,-0.9177278,0.1529836,0.022498647,1.3915464,0.0002999475,4.580999897606671,451.35,4.580999479535967
890000,-0.90770227,0.08802448,0.031431586,1.390676,0.0002999469,4.834761796696555,476.2857142857143,4.834761356314023
900000,-1.5744567,0.47898182,0.026961518,1.3899899,0.00029994632,4.7273332276692,466.0,4.727332788333297
910000,-1.8722767,1.5903736,0.02656855,1.3896017,0.0002999457,None,None,None
920000,-1.4035534,1.2927268,0.019450175,1.3903995,0.00029994512,5.54290310191291,545.9677419354839,5.542902585419435
930000,-2.0651014,1.4477775,0.023085717,1.3911164,0.0002999445,5.6884209254854605,560.3157894736842,5.688420405513362
940000,-1.6201581,0.61335164,0.021081,1.3905106,0.00029994393,4.494399899542332,442.6,4.494399490654469
950000,-1.4459993,1.3138962,0.029826025,1.3904607,0.00029994332,4.474666566650073,440.7,4.4746661590412256
960000,-0.99145544,None,None,1.3903496,0.00029994268,4.084285622994814,402.42857142857144,4.084285246829192
970000,-1.0031441,0.9649677,0.024516994,1.3897532,0.00029994213,3.971538372767659,391.1923076923077,4.0408328693980975
980000,-1.1716739,0.7334565,0.024534311,1.3897442,0.00029994152,3.88583324647819,382.7916666666667,3.8284611008488216
990000,-0.62338406,0.8350015,0.023523713,1.3907301,0.0002999409,3.9169999124482273,385.8666666666667,3.989199544712901
1000000,-0.6304003,0.7097571,0.024509165,1.3919758,0.00029994032,4.788571321538517,471.8095238095238,4.551537939490607
1010000,0.0009830339,0.45525968,0.01978396,1.3913652,0.0002999397,3.677618965417856,362.23809523809524,3.677618622602451
1020000,0.25742432,0.44000858,0.033105902,1.3904971,0.0002999391,4.491724037533176,442.41379310344826,4.491723632311513
1030000,-0.19824095,0.60814196,0.02403854,1.3903335,0.00029993852,3.3674999247305095,331.9,3.3674996179528534
1040000,-0.054979663,0.36128104,0.036815744,1.390133,0.0002999379,3.9530433899034625,389.30434782608694,3.9530430317896865
1050000,0.27700436,0.33957097,0.027320357,1.390425,0.00029993727,4.27968740434153,421.59375,4.279687014757656
1060000,0.36416435,0.37827024,0.023028098,1.3906403,0.0002999367,3.565999920293689,351.2,3.565999594144523
1070000,0.44263488,0.16774943,0.023796163,1.3901647,0.00029993616,3.9439284832748984,388.57142857142856,3.9439281269774904
1080000,0.41134784,0.18956989,0.02113766,1.3893292,0.0002999355,3.8661537597385736,380.7692307692308,3.9358328806702048
1090000,0.6074458,0.16704446,0.024170352,1.3886915,0.0002999349,4.700952275877907,463.04761904761904,4.555651651209463
1100000,0.7207499,0.19764559,0.020781599,1.3880315,0.00029993433,3.431142780450838,338.0285714285714,3.4311424709324325
1110000,0.8434085,0.19961098,0.021422675,1.3868583,0.00029993372,3.646666585157315,359.1111111111111,3.6466662561934857
1120000,0.95105076,0.19913296,0.020931968,1.3861363,0.00029993308,4.368333235693474,430.19444444444446,4.368332838225696
1130000,0.5723414,0.21713088,0.022254447,1.3865225,0.00029993252,3.777333248903354,372.26666666666665,3.7773329029480616
1140000,0.73827314,0.12474101,0.02396956,1.3870864,0.00029993197,3.5696773395663306,351.5806451612903,3.569677011139931
1150000,0.7103019,0.18077575,0.028062915,1.3873799,0.0002999313,3.6494443628730044,359.6666666666667,3.6494440341161356
1160000,0.727018,0.25476447,0.023234444,1.3878933,0.00029993075,3.9589654287516045,389.9655172413793,3.9589650693253198
1170000,0.73765326,0.18143396,0.023597686,1.3885636,0.0002999301,4.315517144919983,425.13793103448273,4.498332821686442
1180000,0.546868,0.24448211,0.02614106,1.3880937,0.00029992952,3.489999921992421,343.7368421052632,3.479166267051672
1190000,0.65249234,0.1317354,0.022616064,1.3881222,0.0002999289,3.5162068179583756,346.48275862068965,3.5162064970695766
1200000,0.6457256,0.12759337,0.030518075,1.3884094,0.00029992833,4.9934998883865775,491.85,4.993499431479722
1210000,0.47738656,0.16009416,0.026000593,1.3886651,0.00029992772,3.64124991861172,358.7916666666667,3.641249582869932
1220000,0.6551299,0.11980777,0.016022498,1.3890185,0.0002999271,4.420370271567394,435.4074074074074,4.406537956629808
1230000,0.57011235,0.19313408,0.023738394,1.3888017,0.00029992656,3.799166581748674,374.4166666666667,3.8746149403831134
1240000,0.6374541,0.16485053,0.017627725,1.390126,0.0002999259,4.644848381028031,457.54545454545456,4.804285167649921
1250000,0.3906933,0.17372257,0.02364849,1.3900306,0.00029992533,4.91785703293447,484.35714285714283,4.611052103732762
1260000,0.7564971,0.066183336,0.028029213,1.3886998,0.00029992472,4.4230768242134495,435.6923076923077,4.388260365504285
1270000,0.5410023,None,None,1.3878905,0.0002999241,4.9505881246398475,487.5882352941176,4.91149944216013
1280000,0.62254083,0.16053046,0.02485527,1.3869596,0.00029992353,4.324799903333187,425.96,4.324799505844712
1290000,0.63441956,0.101659484,0.025556985,1.386655,0.00029992292,4.5892591566813214,452.0,4.589258735102636
1300000,0.74891096,0.082049616,0.023579216,1.3866438,0.0002999223,4.122777685626513,406.1111111111111,4.122777309165233
1310000,0.5374056,0.075799085,0.024347067,1.3875579,0.00029992172,4.410399901419878,434.52,4.410399496853351
1320000,0.68337613,0.06747152,0.023269687,1.3875668,0.00029992117,4.330740643941142,426.44444444444446,4.3307402488534095
1330000,0.64113426,0.063161224,0.027797999,1.3869524,0.0002999205,4.638749896315858,456.875,4.638749471943204
1340000,0.75907075,0.07802897,0.030680945,1.3869855,0.0002999199,4.064333242488404,400.46666666666664,4.064332869028052
1350000,0.7092202,0.08339152,0.023616323,1.3866056,0.0002999193,3.507857064450426,345.57142857142856,3.5078567511934255
1360000,0.7990227,0.043125007,0.027640773,1.3864279,0.00029991867,3.7034999172203245,364.75,3.7034995809197424
1370000,0.7399922,0.057138644,0.025743078,1.3868393,0.00029991812,3.8333332476516566,377.43333333333334,3.8333328952391943
1380000,0.7134081,0.051560238,0.023600448,1.3873811,0.00029991753,3.7190908259627493,366.59090909090907,3.71909048484469
1390000,0.8106647,0.052549195,0.019308567,1.3874075,0.0002999169,3.9658063629702216,390.61290322580646,3.96580600203766
1400000,0.7866754,0.05799566,0.022502372,1.387119,0.00029991634,3.2960868828484546,324.82608695652175,3.296086579075326
1410000,0.7044677,0.05372695,0.029206702,1.3868885,0.00029991573,3.686399917602539,363.08,3.686399580836296
1420000,0.69748884,0.058047883,0.024278415,1.3872254,0.00029991512,3.545172334552325,349.41379310344826,3.5451720155261714
1430000,0.67764074,0.067870244,0.026219329,1.3877053,0.00029991448,4.6079998970031735,453.92,4.6879161317677545
1440000,0.69315565,0.055042803,0.022066753,1.3878719,0.00029991393,4.270476095023609,420.6666666666667,4.198635885915295
1450000,0.65022635,0.04877442,0.028651683,1.3882838,0.0002999133,3.5965516437487355,354.37931034482756,3.5965513154093562
1460000,0.7088775,0.079436764,0.02257548,1.3890272,0.0002999127,3.9604999114759267,390.3,3.9604995497502387
1470000,0.6436784,0.09305822,0.022414912,1.3895471,0.00029991212,3.667999918013811,361.53333333333336,3.6679995767772198
1480000,0.7449659,0.05557968,0.024545018,1.3893124,0.0002999115,3.764210442179128,370.7368421052632,3.7642100920018398
1490000,0.6789751,0.048797835,0.025174964,1.3891697,0.0002999109,3.5335999210178852,348.24,3.5335996060073374
1500000,0.6403985,0.0661896,0.021586196,1.3891687,0.0002999103,5.154687384783756,507.75,5.154686911206227
1510000,0.5811191,0.0718555,0.023039311,1.3885903,0.00029990976,3.956470499801285,389.8235294117647,3.9564701394342325
1520000,0.65924495,0.055521395,0.029392518,1.389275,0.0002999091,3.36874992470257,331.90625,3.3687496147467755
1530000,0.6255416,0.06962108,0.026958076,1.3900353,0.0002999085,3.6740908269685777,362.04545454545456,3.6740904847498643
1540000,0.648058,0.039493244,0.022004193,1.3897723,0.00029990793,3.7933332485457263,373.75,3.79333290271461
1550000,0.755055,0.0388224,0.02073183,1.389827,0.00029990726,4.396922978644188,433.15384615384613,4.396922572802466
1560000,0.8175918,0.054977883,0.018738253,1.3904575,0.00029990674,4.963684099579328,488.94736842105266,4.963683645289979
1570000,0.79126066,0.03369759,0.023331773,1.3910396,0.00029990613,3.784642772549497,372.92857142857144,3.7846424266962067
1580000,0.75522214,None,None,1.3909414,0.0002999055,5.164736726664398,508.6842105263158,5.1647362522780895
1590000,0.7646986,0.038524833,0.024494588,1.391208,0.00029990493,3.587058743352399,353.44117647058823,3.587058415691204
1600000,0.67803967,0.039982516,0.021936871,1.3919894,0.00029990432,3.6393332519878943,358.6666666666667,3.639332912986477
1610000,0.77371544,0.025344683,0.025064666,1.3920226,0.0002999037,4.145588142633,408.3235294117647,4.145587767803056
1620000,0.80493164,0.0409492,0.024086524,1.3915087,0.0002999031,3.712307609331149,365.7307692307692,3.7123072718341765
1630000,0.883813,0.06476288,0.024410443,1.3909703,0.00029990255,3.9778946479292294,391.8421052631579,3.9778942889288853
1640000,0.73497707,0.04537166,0.024411974,1.3910832,0.0002999019,4.227142762658851,416.32142857142856,4.227142379685704
1650000,0.75569344,0.053722005,0.029400041,1.3914195,0.0002999013,3.4686206121254584,341.7241379310345,3.468620298237636
1660000,0.6358245,0.033153843,0.02181627,1.3923466,0.00029990074,4.044399909600616,398.48,4.044399534016848
1670000,0.5590604,0.03434516,0.02547823,1.3929757,0.00029990013,4.448749900562689,438.3125,4.448749493632931
1680000,0.661702,0.058593247,0.020860968,1.3920987,0.00029989955,3.859130348524322,380.2608695652174,3.859130000695586
1690000,0.7113812,0.03267056,0.023945289,1.391702,0.0002998989,3.4474073303518473,339.74074074074076,3.4474070161167116
1700000,0.81157833,0.042011783,0.03107777,1.3912055,0.00029989833,3.777307607878286,372.11538461538464,3.7773072642918963
1710000,0.7153471,0.03505601,0.021151079,1.3900783,0.00029989769,3.7228124167886563,366.75,3.722812076099217
1720000,0.6794358,0.041170496,0.022754166,1.3893157,0.0002998971,3.9783999110758304,391.96,3.9783995482325554
1730000,0.6350994,0.041534297,0.025790146,1.3889819,0.00029989652,3.4028570667973588,335.2142857142857,3.4028567618557384
1740000,0.60906553,0.03630936,0.02516534,1.3884269,0.00029989588,3.3706249246606603,332.0625,3.370624617440626
1750000,0.7096274,0.04230195,0.026890762,1.3884144,0.0002998953,3.2659999269992115,321.8333333333333,3.283103078346828
1760000,0.5921299,0.039861307,0.019339642,1.3894043,0.0002998947,3.4607142083612934,341.0357142857143,3.43689616262142
1770000,0.58255124,0.06064677,0.023424562,1.3900124,0.0002998941,3.4164705118712257,336.5,3.416470203000833
1780000,0.7181029,0.050486896,0.024257302,1.3898389,0.00029989352,3.1399999298155308,309.5,3.1791300744466158
1790000,0.7386809,0.054513466,0.023046058,1.3899939,0.00029989294,3.7607999159395695,370.6,3.6273329249893624
1800000,0.5775152,0.06548793,0.023847017,1.3902352,0.00029989227,3.6493749184301123,359.46875,3.7092303448141766
1810000,0.6632352,0.061152723,0.024713077,1.3904078,0.00029989172,3.092941107337966,304.79411764705884,3.1374996481463313
1820000,0.72037363,0.09045926,0.019219654,1.3910929,0.00029989114,2.92111104581919,287.81481481481484,2.9211107837381185
1830000,0.7096484,0.071300045,0.02389091,1.3900383,0.00029989053,3.441379233424006,339.0344827586207,3.441378921527287
1840000,0.82373947,0.060599033,0.024621623,1.3899659,0.0002998899,3.368064440846924,331.9032258064516,3.3680641355533756
1850000,0.8672202,0.038499113,0.023609586,1.3911146,0.00029988936,3.0126315116098055,296.89473684210526,3.0126312377029345
1860000,0.94671446,None,None,1.3910567,0.0002998887,3.884166579848776,382.6111111111111,3.8841662196339004
1870000,0.8901665,0.04133709,0.025158651,1.3914126,0.0002998881,3.166956450952136,312.1304347826087,3.1669561581119248
1880000,0.9097724,0.04051926,0.030550111,1.3912446,0.00029988753,3.341874925303273,329.21875,3.341874622099567
1890000,0.8171469,0.04238303,0.022667296,1.3910228,0.00029988686,3.419999923557043,336.9655172413793,3.4199996115960953
1900000,0.7299854,0.043046933,0.02412256,1.3904296,0.0002998863,3.9944826693370423,393.51724137931035,3.9944823119018613
1910000,0.6580348,0.05138378,0.027637,1.3910806,0.00029988572,3.2717390573057146,322.4782608695652,3.2717387656802717
1920000,0.40025908,0.09031945,0.026207106,1.3910711,0.00029988508,3.2474284988428863,319.9714285714286,3.247428205023919
1930000,0.41408837,0.074743226,0.022195715,1.391203,0.0002998845,3.431818105111068,338.3333333333333,3.4318177920173514
1940000,0.47695914,0.022149617,0.025919942,1.3917302,0.00029988392,3.884999913163483,382.8333333333333,3.8849995570102087
1950000,0.4801373,0.023159318,0.023837328,1.392035,0.00029988328,3.2390908366915854,319.24242424242425,3.2390905436354154
1960000,0.45980182,0.024037126,0.024039233,1.3920355,0.0002998827,3.230689582960873,318.2068965517241,3.237407037505397
1970000,0.52697307,0.027774934,0.025076764,1.3923959,0.0002998821,3.3839999243617056,333.3333333333333,3.3687496191705577
1980000,0.49869102,0.11497601,0.020124895,1.3917112,0.00029988153,3.4408570659479927,339.14285714285717,3.4033329459189465
1990000,0.49352983,0.22709313,0.019745713,1.3908024,0.00029988095,3.6649999180808663,361.14285714285717,3.6913329113895696
2000000,0.529994,0.13992675,0.026460098,1.3907858,0.0002998803,3.129999930039048,308.51851851851853,3.1299996552643954
2010000,0.56527567,0.08006962,0.026726145,1.3907467,0.0002998797,3.5810344027162624,352.7931034482759,3.58103408060711
2020000,0.4898009,0.030243086,0.030680072,1.3898035,0.0002998791,3.52437492122408,347.1875,3.5243745977059007
2030000,0.5518285,0.033556286,0.02397259,1.3888687,0.00029987853,3.352307617377776,330.4230769230769,3.3523073164889445
2040000,0.64337873,0.027845254,0.028074443,1.3887522,0.00029987795,3.2603845425093403,321.34615384615387,3.2603842430533123
2050000,0.7197368,0.034042496,0.019527769,1.3887941,0.0002998773,3.8359090051698415,377.72727272727275,3.835908660580489
2060000,0.7297913,0.04326845,0.020820647,1.3890238,0.00029987673,3.474482680959948,342.37931034482756,3.4744823637322106
2070000,0.8397755,0.02280088,0.023932459,1.3893238,0.0002998761,3.4862962183715016,343.4074074074074,3.513999596759677
2080000,0.81842005,0.042802215,0.022045374,1.3892257,0.00029987554,3.914782521193442,385.6521739130435,3.8527995600551366
2090000,0.6525632,0.028450485,0.02304892,1.3894671,0.0002998749,4.173571335284838,411.17857142857144,4.173570952045599
2100000,0.7482506,0.08344864,0.0247789,1.3903254,0.00029987434,3.5330768441065,347.9230769230769,3.5330765264538617
2110000,0.69988424,0.031056939,0.021150585,1.390538,0.0002998737,3.7576922237013397,370.2692307692308,3.757691882335796
2120000,0.6286674,0.0358244,0.026943764,1.3894061,0.00029987312,3.775909006510946,371.90909090909093,3.775908664207567
2130000,0.7762834,0.06369225,0.02521522,1.3885479,0.00029987254,3.7820688809814125,372.55172413793105,3.7820685373554968
2140000,0.72917676,0.031321656,0.026079467,1.3882508,0.0002998719,3.3521051882325033,330.2631578947368,3.3521048819744275
2150000,0.88321596,0.037853014,0.027820718,1.3892449,0.00029987132,4.2458619740631045,418.17241379310343,4.245861580788062
2160000,0.77314657,None,None,1.3896006,0.0002998707,3.9096874126116745,385.1875,3.950999547354877
2170000,0.8693559,0.029580249,0.020123387,1.3899951,0.0002998701,3.4421051862208465,339.0,3.4276186628710654
2180000,0.83927983,0.05141432,0.025901986,1.3913614,0.00029986954,4.263636268336665,420.1818181818182,4.2636358771811835
2190000,0.72029424,0.043498654,0.028559329,1.3919611,0.00029986893,4.319583236783122,425.5833333333333,4.319582839806874
2200000,0.70624775,0.048916265,0.023161983,1.3924043,0.00029986832,3.288620616148772,324.1034482758621,3.2886203161344447
2210000,0.34021938,0.20764227,0.026370795,1.3912824,0.0002998677,3.1466665963331857,310.1666666666667,3.1466663115554385
2220000,0.5613467,0.32323086,0.02561392,1.3902119,0.00029986713,4.154999907128513,409.3666666666667,4.1549995248516405
2230000,0.5711619,0.2003381,0.026037281,1.3905425,0.0002998665,3.6235999190062285,357.04,3.6235995894670485
2240000,0.65685385,0.025433868,0.024123529,1.3902272,0.0002998659,3.903448188613201,384.6551724137931,3.9034478338114145
2250000,0.6305682,0.01710641,0.027163,1.3906037,0.00029986532,4.1374073149291455,407.44444444444446,4.1374069320520865
2260000,0.59610784,0.025026705,0.025632678,1.3912197,0.00029986465,3.9749999111518264,391.6333333333333,3.974999550792078
2270000,0.59408385,0.031213455,0.02201778,1.3918014,0.0002998641,3.162608624962361,311.6521739130435,3.162608340058638
2280000,0.5973086,0.075384066,0.018241068,1.391866,0.0002998635,3.2463635638017547,320.04545454545456,3.246363268995827
2290000,0.50862026,0.05756706,0.025767094,1.3917091,0.00029986294,4.691851746980791,462.18518518518516,4.691851319676196
2300000,0.5289869,0.021917133,0.026125532,1.3915361,0.00029986232,3.308636289682578,326.04545454545456,3.3086359961466356
2310000,0.4741228,0.033750318,0.025228288,1.3910391,0.00029986174,3.9893547495406483,393.0,3.9893543838613454
2320000,0.5875552,0.043274343,0.022920333,1.3902231,0.00029986113,3.65565209220285,360.0,3.6556517583844452
2330000,0.60557854,0.031306453,0.019789549,1.3898879,0.0002998605,3.914999912492931,385.75,3.9149995543328777
2340000,0.68765223,0.018319607,0.01983947,1.3902335,0.0002998599,3.8666665802399316,381.0,3.8969226330518723
2350000,0.6949465,0.041537095,0.030751763,1.3902333,0.00029985933,3.4457691537502866,339.5,3.4322218358930616
2360000,0.81237507,2.1150343,0.022072576,1.3895631,0.0002998587,3.291153772590825,324.34615384615387,3.2911534727765965
2370000,0.8826169,0.07109732,0.024820657,1.3894548,0.0002998581,4.815714178074684,474.42857142857144,4.815713737559106
2380000,0.87615347,0.029913455,0.02416113,1.3894826,0.00029985752,4.561071326623538,449.35714285714283,4.561070910654962
2390000,0.7636135,0.01422638,0.020087544,1.3903073,0.0002998569,3.0707406721043364,302.51851851851853,3.0707403989163815
