Steps,Policy/Entropy,Policy/Learning Rate,Policy/Extrinsic Value Estimate,Environment/Cumulative Reward,Environment/Episode Length,Policy/Extrinsic Reward
910000,1.436995,2.8550241e-05,0.71119845,2.8785692494349657,194.86666666666667,2.8785692267016403
920000,1.4370297,2.5503896e-05,0.6976202,3.0493779300960857,203.80392156862746,3.049377910102325
930000,1.4369678,2.2553693e-05,0.92411023,3.060565820016081,225.22448979591837,3.0605658367513775
940000,1.4369518,1.9578023e-05,1.020356,2.7666819079479734,197.76190476190476,2.7666819445273307
950000,1.4369223,1.6523029e-05,0.9921345,3.030484923200371,191.0,3.030484923465159
960000,1.4369118,1.3478729e-05,0.88367456,2.356287687663334,198.77777777777777,2.359888765225099
970000,1.4369056,1.050601e-05,0.81179434,3.0888839391251772,204.33333333333334,3.070037974363041
980000,1.4369199,7.516363e-06,0.80313396,2.8285182997286835,202.77777777777777,2.828518299704107
990000,1.4369335,4.4992053e-06,0.86705756,3.2435881833103486,218.96,3.2435881665023043
1000000,1.4369347,1.4977498e-06,0.9408155,2.946012815866897,178.53846153846155,2.946012832860176
